track_name,track_id,duration_ms,explicit,track_number,album_id,album_name,album_release_date,album_total_tracks,album_type,artist_name,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
Fortnight (feat. Post Malone),6dODwocEuGzHAavXqTbwHv,228965,FALSE,1,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.504,0.386,-10.976,0.0308,0.502,0.0000153,0.0961,0.281
The Tortured Poets Department,4PdLaGZubp4lghChqp8erB,293048,TRUE,2,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.428,-8.441,0.0255,0.0483,0,0.126,0.292
My Boy Only Breaks His Favorite Toys,7uGYWMwRy24dm7RUDDhUlD,203801,FALSE,3,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.596,0.563,-7.362,0.0269,0.137,0,0.302,0.481
Down Bad,1kbEbBdEgQdQeLXCJh28pJ,261228,TRUE,4,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.541,0.366,-10.412,0.0748,0.56,0.000001,0.0946,0.168
"So Long, London",7wAkQFShJ27V8362MqevQr,262974,FALSE,5,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.423,0.533,-11.388,0.322,0.73,0.00264,0.0816,0.248
But Daddy I Love Him,4QMgEffJQuKtjCNvqfRZ0m,340428,TRUE,6,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.521,0.72,-7.684,0.104,0.384,0,0.135,0.438
Fresh Out The Slammer,7IWcDWOfiooH5hRs9XOVYz,210789,FALSE,7,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.33,0.483,-9.394,0.0399,0.624,0,0.111,0.34
Florida!!! (feat. Florence + The Machine),5ExOm0dh4NyRyAdSAO9hyM,215463,TRUE,8,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.533,0.573,-7.123,0.138,0.178,0,0.309,0.398
Guilty as Sin?,799KrpEbhZp0MHeiA8YK9P,254365,FALSE,9,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.626,0.428,-8.374,0.0261,0.607,0,0.0921,0.487
Who’s Afraid of Little Old Me?,2d8UxVNhJinc8uat9PoM9y,334084,FALSE,10,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.606,0.338,-10.555,0.048,0.315,0,0.106,0.238
I Can Fix Him (No Really I Can),5chnRTB9qMK3W1M41SnU9s,156297,FALSE,11,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.661,0.257,-13.961,0.045,0.768,0.00000172,0.176,0.318
loml,3YkNIrAvbKNrrwwEd7NVLl,277156,TRUE,12,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.423,0.272,-12.56,0.0489,0.858,0,0.108,0.195
I Can Do It With a Broken Heart,2fPvQfGQEZOKtJ9qXeL4x8,218004,TRUE,13,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.701,0.751,-8.39,0.0502,0.123,0,0.15,0.22
The Smallest Man Who Ever Lived,1xtw1krCR6Dw2KwkXw5z63,245541,TRUE,14,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.426,0.41,-9.083,0.0581,0.52,0,0.338,0.263
The Alchemy,1tuNqJOtRQVHvONR8Lg3MZ,196900,FALSE,15,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.64,0.421,-8.802,0.0273,0.422,0,0.103,0.353
Clara Bow,4d9PtIEVij9jW5OaLinH66,216662,FALSE,16,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.686,0.318,-11.046,0.0263,0.636,0.00144,0.106,0.214
The Black Dog,62E2nR0od0M5HYxuYLaDz7,238857,TRUE,17,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.527,0.27,-10.855,0.038,0.707,0,0.102,0.23
imgonnagetyouback,1kcwpPDQnqEqmezzXdJTCP,222072,FALSE,18,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.784,0.391,-9.471,0.0633,0.608,0,0.252,0.15
The Albatross,4EF6IyONolQy0bIQXm2EmX,183878,FALSE,19,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.352,0.479,-8.942,0.0583,0.655,0,0.0935,0.292
Chloe or Sam or Sophia or Marcus,1rmEsOezwf2lmIZTMAO5Ag,213281,FALSE,20,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.516,0.451,-8.552,0.0446,0.78,0,0.105,0.218
How Did It End?,5Bedn0svl0ZD7RGmJkmKKw,238706,FALSE,21,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.492,0.379,-8.859,0.0257,0.785,0.00093,0.108,0.273
So High School,7Mts0OfPorF4iwOomvfqn1,228800,FALSE,22,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.366,0.866,-4.514,0.0466,0.0274,0.00000307,0.106,0.293
I Hate It Here,3hlGuz3loYoLfI3bpwieWq,243875,FALSE,23,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.485,0.562,-7.197,0.0346,0.717,0,0.357,0.297
thanK you aIMee,7ogK4lJDVDMU6A6vYR5rvD,263817,TRUE,24,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.609,0.541,-8.013,0.0346,0.609,0,0.122,0.252
I Look in People's Windows,1Zai5UJ2di3qEuR2HeT2s8,131907,FALSE,25,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.763,0.274,-11.429,0.0738,0.69,0,0.164,0.385
The Prophecy,18WFFUIsewmA8g31KAeo3e,249807,FALSE,26,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.421,0.525,-10.359,0.0472,0.825,0.00000267,0.308,0.535
Cassandra,0g4fMVo4JjwnIpTfFfLdxS,240205,TRUE,27,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.587,0.587,-9.879,0.0595,0.806,0,0.137,0.514
Peter,3zMDGj4D8ogaYgAIZPeU7S,283957,FALSE,28,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.342,0.376,-8.212,0.0372,0.805,0,0.0593,0.29
The Bolter,2913xXOVAIDAqxzV2g4VcU,238241,TRUE,29,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.455,0.586,-7.978,0.0492,0.638,0,0.131,0.481
Robin,2CnjDMdpRjlWv04Xk3s6MW,240893,FALSE,30,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.476,0.386,-10.601,0.03,0.791,0.000423,0.1,0.158
The Manuscript,1DTRUYVd8rYpla9hhVVwjo,224743,FALSE,31,5H7ixXZfsNMGbIE5OBSpcb,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,2024-04-19,31,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.509,0.256,-11.665,0.0306,0.901,0.00000243,0.103,0.436
Fortnight (feat. Post Malone),2OzhQlSqBEmt7hmkYxfT6m,228965,FALSE,1,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.504,0.386,-10.976,0.0308,0.502,0.0000153,0.0961,0.281
The Tortured Poets Department,3NMrVbIVWT3fPXBj0rNDKG,293048,TRUE,2,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.428,-8.441,0.0255,0.0483,0,0.126,0.292
My Boy Only Breaks His Favorite Toys,2XXwLdtuAcE0HSCu61ijAb,203801,FALSE,3,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.596,0.563,-7.362,0.0269,0.137,0,0.302,0.481
Down Bad,2F3N9tdombb64aW6VtZOdo,261228,TRUE,4,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.541,0.366,-10.412,0.0748,0.56,0.000001,0.0946,0.168
"So Long, London",3Vevii7qKqrmW8CcyzBHDl,262974,FALSE,5,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.423,0.533,-11.388,0.322,0.73,0.00264,0.0816,0.248
But Daddy I Love Him,5og4Qzt92jJzVDkOtSEilb,340428,TRUE,6,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.521,0.72,-7.684,0.104,0.384,0,0.135,0.438
Fresh Out The Slammer,3fO566xJgwxIa3qGCGBvIC,210789,FALSE,7,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.33,0.483,-9.394,0.0399,0.624,0,0.111,0.34
Florida!!! (feat. Florence + The Machine),3ZVFcD8Wlw9T9klGqmJf9F,215463,TRUE,8,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.533,0.573,-7.123,0.138,0.178,0,0.309,0.398
Guilty as Sin?,0W0iAC1VGlB82PI6elxFYf,254365,FALSE,9,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.626,0.428,-8.374,0.0261,0.607,0,0.0921,0.487
Who’s Afraid of Little Old Me?,36t6frENUtCYKuZus6aYDO,334084,FALSE,10,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.606,0.338,-10.555,0.048,0.315,0,0.106,0.238
I Can Fix Him (No Really I Can),2h3MDMf8sd9s4XIzpTBIjX,156297,FALSE,11,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.661,0.257,-13.961,0.045,0.768,0.00000172,0.176,0.318
loml,6RSG1dKPV5gEvILwJb4QtS,277156,TRUE,12,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.423,0.272,-12.56,0.0489,0.858,0,0.108,0.195
I Can Do It With a Broken Heart,4q5YezDOIPcoLr8R81x9qy,218004,TRUE,13,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.701,0.751,-8.39,0.0502,0.123,0,0.15,0.22
The Smallest Man Who Ever Lived,2v1ivOOsgn64g5OywuH55L,245541,TRUE,14,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.426,0.41,-9.083,0.0581,0.52,0,0.338,0.263
The Alchemy,1dhMTsEZz6ZEquGvmzVoHn,196900,FALSE,15,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.64,0.421,-8.802,0.0273,0.422,0,0.103,0.353
Clara Bow,1UlhrRvYzbHEyugEDspXUB,216662,FALSE,16,1Mo4aZ8pdj6L1jx8zSwJnt,THE TORTURED POETS DEPARTMENT,2024-04-18,16,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.686,0.318,-11.046,0.0263,0.636,0.00144,0.106,0.214
Welcome To New York (Taylor's Version),4WUepByoeqcedHoYhSNHRt,212600,FALSE,1,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.76,0.602,-4.871,0.0316,0.00661,0.000133,0.325,0.685
Blank Space (Taylor's Version),0108kcWLnn2HlH2kedi1gn,231833,FALSE,2,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.732,0.719,-5.469,0.0645,0.0901,0,0.331,0.71
Style (Taylor's Version),3Vpk1hfMAQme8VJ0SNRSkd,231000,FALSE,3,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.514,0.821,-4.803,0.0444,0.000456,0.0232,0.0946,0.298
Out Of The Woods (Taylor's Version),1OcSfkeCg9hRC2sFKB4IMJ,235800,FALSE,4,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.544,0.884,-5.973,0.0383,0.000466,0.000134,0.381,0.184
All You Had To Do Was Stay (Taylor's Version),2k0ZEeAqzvYMcx9Qt5aClQ,193289,FALSE,5,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.589,0.713,-5.614,0.0308,0.000778,0,0.188,0.54
Shake It Off (Taylor's Version),50yNTF0Od55qnHLxYsA5Pw,219209,FALSE,6,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.632,0.805,-5.707,0.069,0.0112,0.0000251,0.156,0.903
I Wish You Would (Taylor's Version),3FxJDucHWdw6caWTKO5b23,207650,FALSE,7,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.671,0.853,-6.568,0.0417,0.00388,0.00000948,0.0812,0.523
Bad Blood (Taylor's Version),7oZONwFiFIErZcXAtTu7FY,211103,FALSE,8,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.624,0.711,-6.347,0.159,0.0369,0.00000313,0.19,0.347
Wildest Dreams (Taylor's Version),27exgla7YBw9DUNNcTIpjy,220433,FALSE,9,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.587,0.663,-7.439,0.0598,0.0348,0.0000995,0.0971,0.539
How You Get The Girl (Taylor's Version),733OhaXQIHY7BKtY3vnSkn,247533,FALSE,10,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.761,0.67,-5.956,0.0537,0.00198,0.0000108,0.0873,0.519
This Love (Taylor’s Version),4WBEj8TeGtRPNJdOmT3WJW,250100,FALSE,11,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.47,0.494,-8.672,0.0349,0.302,0,0.0672,0.0524
I Know Places (Taylor's Version),1ULabO0PEsdJekqVH6G10G,195700,FALSE,12,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.572,0.807,-5.348,0.0574,0.0846,0,0.071,0.626
Clean (Taylor's Version),0lKUBmEyQfzsQHozyeXzES,271000,FALSE,13,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.782,0.379,-8.964,0.0303,0.297,0.0000298,0.103,0.267
Wonderland (Taylor's Version),6HRsJu8vcnzYDN4t0570FY,245566,FALSE,14,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.387,0.703,-5.956,0.0545,0.0105,0.000011,0.128,0.32
You Are In Love (Taylor's Version),0TyGh27YQ5LknmiDhCzJiT,267389,FALSE,15,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.554,0.509,-9.403,0.0455,0.572,0.00000208,0.113,0.401
New Romantics (Taylor's Version),5M787RexsAiVYjQusM98CV,230177,FALSE,16,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.653,0.848,-5.936,0.0583,0.00516,0.00000424,0.0798,0.724
"""Slut!"" (Taylor's Version) (From The Vault)",0CD7DzeCsuPJygddqlUVYa,180381,FALSE,17,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.621,0.415,-13.187,0.0543,0.33,0.000112,0.0634,0.313
Say Don't Go (Taylor's Version) (From The Vault),3CCRVu4F91Qp2mnGjmWBrf,279833,FALSE,18,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.632,0.539,-8.375,0.0342,0.0684,0.00000582,0.132,0.186
Now That We Don't Talk (Taylor's Version) (From The Vault),5QUIK7ZtziW8kGWo8RqopF,146436,FALSE,19,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.8,0.509,-9.386,0.034,0.16,0.0000305,0.0834,0.0768
Suburban Legends (Taylor's Version) (From The Vault),6M9ppdfFjR1AbpUl3Y8DcV,171818,FALSE,20,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.695,0.607,-8.84,0.0357,0.212,0,0.102,0.394
Is It Over Now? (Taylor's Version) (From The Vault),6IG3sQ8s9nfk6TUlVzRhbN,229477,FALSE,21,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.599,0.651,-7.343,0.035,0.0486,0,0.126,0.153
