track_name,track_id,duration_ms,explicit,track_number,album_id,album_name,album_release_date,album_total_tracks,album_type,artist_name,artist_id,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
Bad Blood (feat. Kendrick Lamar) (Taylor's Version),6qAcApH8obo8eqatCKUHd9,199773,FALSE,22,1o59UpKw81iHR0HPiSkJR0,1989 (Taylor's Version) [Deluxe],2023-10-27,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.644,-6.931,0.0889,0.0143,0,0.237,0.197
Welcome To New York (Taylor's Version),1hR8BSuEqPCCZfv93zzzz9,212600,FALSE,1,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.76,0.602,-4.871,0.0316,0.00661,0.000133,0.325,0.685
Blank Space (Taylor's Version),45wMBGri1PORPjM9PwFfrS,231833,FALSE,2,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.732,0.719,-5.469,0.0645,0.0901,0,0.331,0.71
Style (Taylor's Version),1hjRhYpWyqDpPahmSlUTlc,231000,FALSE,3,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.514,0.821,-4.803,0.0444,0.000456,0.0232,0.0946,0.298
Out Of The Woods (Taylor's Version),045ZeOHPIzhxxsm8bq5kyE,235800,FALSE,4,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.544,0.884,-5.973,0.0383,0.000466,0.000134,0.381,0.184
All You Had To Do Was Stay (Taylor's Version),6GXgd1BPD9bUpqw5AntGV5,193289,FALSE,5,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.589,0.713,-5.614,0.0308,0.000778,0,0.188,0.54
Shake It Off (Taylor's Version),3pv7Q5v2dpdefwdWIvE7yH,219209,FALSE,6,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.632,0.805,-5.707,0.069,0.0112,0.0000251,0.156,0.903
I Wish You Would (Taylor's Version),43y1WpBdnEy5TR9aZoSQL9,207650,FALSE,7,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.671,0.853,-6.568,0.0417,0.00388,0.00000948,0.0812,0.523
Bad Blood (Taylor's Version),64FzgoLZ3oXu2SriZblHic,211103,FALSE,8,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.624,0.711,-6.347,0.159,0.0369,0.00000313,0.19,0.347
Wildest Dreams (Taylor's Version),1K39ty6o1sHwwlZwO6a7wK,220433,FALSE,9,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.587,0.663,-7.439,0.0598,0.0348,0.0000995,0.0971,0.539
How You Get The Girl (Taylor's Version),75W3SngKzTuoQ94uLf3y82,247533,FALSE,10,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.761,0.67,-5.956,0.0537,0.00198,0.0000108,0.0873,0.519
This Love (Taylor’s Version),5QVVjX0ZItqlVpEuVCM9Yg,250100,FALSE,11,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.47,0.494,-8.672,0.0349,0.302,0,0.0672,0.0524
I Know Places (Taylor's Version),2f0GI2ZLUtbGqFx8t2Gk6A,195700,FALSE,12,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.572,0.807,-5.348,0.0574,0.0846,0,0.071,0.626
Clean (Taylor's Version),2ByBBvpR9b7IynvRmnG7kG,271000,FALSE,13,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.782,0.379,-8.964,0.0303,0.297,0.0000298,0.103,0.267
Wonderland (Taylor's Version),2ve0kuaWUCt4Zx8x4bf1MR,245566,FALSE,14,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.387,0.703,-5.956,0.0545,0.0105,0.000011,0.128,0.32
You Are In Love (Taylor's Version),4UwqOWDpdeIDVQDuKT6iza,267389,FALSE,15,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.554,0.509,-9.403,0.0455,0.572,0.00000208,0.113,0.401
New Romantics (Taylor's Version),2vPMoMDXxu9uX1igWZmXSG,230177,FALSE,16,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.653,0.848,-5.936,0.0583,0.00516,0.00000424,0.0798,0.724
"""Slut!"" (Taylor's Version) (From The Vault)",71BqAINEnezjQfxE4VuJfq,180381,FALSE,17,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.621,0.415,-13.187,0.0543,0.33,0.000112,0.0634,0.313
Say Don't Go (Taylor's Version) (From The Vault),4NioO5R9sHEZh4cGzMHyNt,279833,FALSE,18,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.632,0.539,-8.375,0.0342,0.0684,0.00000582,0.132,0.186
Now That We Don't Talk (Taylor's Version) (From The Vault),5KD6AEm19QnMbfWpfoOHMl,146436,FALSE,19,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.8,0.509,-9.386,0.034,0.16,0.0000305,0.0834,0.0768
Suburban Legends (Taylor's Version) (From The Vault),6T0sEnqjmHISIKwFETeeiP,171818,FALSE,20,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.695,0.607,-8.84,0.0357,0.212,0,0.102,0.394
Is It Over Now? (Taylor's Version) (From The Vault),1Iq8oo9XkmmvCQiGOfORiz,229477,FALSE,21,64LU4c1nfjz1t4VnGhagcg,1989 (Taylor's Version),2023-10-26,21,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.599,0.651,-7.343,0.035,0.0486,0,0.126,0.153
Mine (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,231706,FALSE,1,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.647,0.793,-2.903,0.0363,0.00314,0.00000193,0.174,0.5
Sparks Fly (Taylor’s Version),3MytWN8L7shNYzGl4tAKRp,261230,FALSE,2,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.605,0.769,-2.413,0.032,0.0241,0,0.0936,0.366
Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,294189,FALSE,3,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.486,0.635,-3.994,0.0278,0.00705,0,0.119,0.235
Speak Now (Taylor's Version),5xXqyjLicvEpch72qEryFT,242473,FALSE,4,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.734,0.686,-2.926,0.0349,0.225,0,0.136,0.598
Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,405906,FALSE,5,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.379,0.468,-5.07,0.0298,0.0327,0,0.158,0.115
Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,238693,FALSE,6,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.526,0.7,-3.95,0.0392,0.321,0,0.213,0.596
The Story Of Us (Taylor's Version),6dTA6y0C2ReQklntzZl8l3,267653,FALSE,7,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.516,0.784,-2.636,0.0563,0.00136,0,0.0499,0.552
Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,292920,FALSE,8,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.684,0.339,-7.259,0.029,0.867,0,0.194,0.572
Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,353253,FALSE,9,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.52,0.553,-3.546,0.0269,0.016,0,0.165,0.227
Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,220306,FALSE,10,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.505,0.893,-3.013,0.0771,0.000795,0,0.178,0.659
Innocent (Taylor's Version),12nBPF4Rh4XLFJV0YLN7uj,301221,FALSE,11,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.524,0.611,-5.298,0.0297,0.0972,0,0.127,0.126
Haunted (Taylor's Version),4tMzIAFTFdqGBQLdfbPces,245413,FALSE,12,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.44,0.916,-1.927,0.0629,0.00552,0,0.252,0.371
Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,369120,FALSE,13,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.557,0.362,-8.641,0.0263,0.443,0.00000357,0.1,0.187
Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,317960,FALSE,14,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.38,0.628,-4.054,0.038,0.0162,0,0.227,0.0984
Ours (Taylor’s Version),3yNJkriPzWjkkDAWHIAVUq,235803,FALSE,15,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.539,0.475,-8.411,0.0287,0.42,0,0.109,0.293
Superman (Taylor’s Version),4evLyY5Ue1Wesc61t2KXAU,274945,FALSE,16,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.537,0.733,-3.506,0.0302,0.00207,0,0.11,0.347
Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,266466,FALSE,17,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.547,0.854,-4.753,0.0526,0.018,0,0.156,0.26
When Emma Falls in Love (Taylor’s Version) (From The Vault),0zo975x58DlXbZllWvfYhg,252385,FALSE,18,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.524,0.759,-4.714,0.0471,0.168,0,0.104,0.234
I Can See You (Taylor’s Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,273186,FALSE,19,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.695,0.768,-4.883,0.0344,0.0577,0,0.0426,0.813
Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault),4ABYxlb92WBIjHu7TIKmml,306062,FALSE,20,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.578,0.565,-8.064,0.0441,0.342,0,0.0662,0.351
Foolish One (Taylor’s Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,311765,FALSE,21,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.672,0.613,-4.709,0.0298,0.599,0,0.112,0.557
Timeless (Taylor’s Version) (From The Vault),1HCdems7PQZRj42QDWLA0A,321396,FALSE,22,5AEDGbliTTfjOB8TSm1sxt,Speak Now (Taylor's Version),2023-07-07,22,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.629,0.578,-5.806,0.0319,0.332,0,0.0868,0.651
Lavender Haze,24emu3sabKISjRkrys28jq,202395,TRUE,1,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.735,0.449,-10.56,0.0883,0.23,0.00126,0.132,0.0955
Maroon,6qxvy9Pe4RJIq5JBVbbwbS,218270,TRUE,2,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.655,0.384,-8.29,0.0349,0.0634,0.00000145,0.0973,0.0384
Anti-Hero,5qIHFdkW6phMsTZlN2g8Lc,200690,FALSE,3,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.633,0.648,-6.645,0.062,0.121,0.00000262,0.161,0.49
Snow On The Beach (feat. Lana Del Rey),7GA86Uo2jYbj8vIXe2nyWd,256124,TRUE,4,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.663,0.321,-13.527,0.0409,0.701,0.000598,0.107,0.153
"You're On Your Own, Kid",6PQOU00xWNrGwCZzboriXy,194206,FALSE,5,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.696,0.39,-10.331,0.0616,0.447,0.0000155,0.125,0.395
Midnight Rain,4eKMqf9ZMSclDX7V9Ptg7x,174782,FALSE,6,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.604,0.375,-11.637,0.0633,0.71,0.0000587,0.116,0.203
Question...?,7oomkQSYf1ia2VnVEWfFIU,210556,TRUE,7,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.654,0.51,-8.767,0.242,0.206,0,0.249,0.105
Vigilante Shit,0GKDhq6ZbmSbRHd3eyGlB7,164801,TRUE,8,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.872,0.267,-10.764,0.387,0.166,0.0000218,0.123,0.168
Bejeweled,0VpF6RLdCfPIeYRwMu4tZK,194165,FALSE,9,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.687,0.551,-9.202,0.0787,0.0593,0.000143,0.09,0.443
Labyrinth,4bBDkw2KBMX0tcgAaXC83Q,247962,FALSE,10,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.48,0.295,-15.512,0.0384,0.797,0.333,0.12,0.132
Karma,45R112Jz5hQeKgITXgSXzs,204852,TRUE,11,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.64,0.619,-7.108,0.065,0.062,0,0.475,0.121
Sweet Nothing,2L09RYwH5Pjzca6PmbUAw3,188496,FALSE,12,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.336,0.161,-14.973,0.0456,0.968,0.00011,0.115,0.407
Mastermind,1QQii3pa5m8MEda0nbkjfw,191039,FALSE,13,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.66,0.343,-14.132,0.14,0.565,0.00134,0.0922,0.137
The Great War,2VuqMjgoKaOHNM8HpxtXKx,240355,FALSE,14,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.57,0.747,-8.93,0.0342,0.199,0.0000232,0.0854,0.574
Bigger Than The Whole Sky,71CBDRKmF2VeRKYMG1DFBh,218502,FALSE,15,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.42,0.22,-12.584,0.0472,0.841,0.00131,0.114,0.0705
Paris,5tWxKWq1DSP1s9WQ5PWuqu,196258,FALSE,16,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.703,0.518,-10.501,0.085,0.103,0.0000289,0.148,0.347
High Infidelity,1SztNGCwEHJEVFx90E5g7D,231475,FALSE,17,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.571,0.547,-10.141,0.101,0.704,0,0.0877,0.768
Glitch,7C0w28EsX0Um2FrZs9gso2,148781,FALSE,18,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.677,0.47,-9.65,0.259,0.314,0,0.11,0.347
"Would've, Could've, Should've",4txojlesMFQZGWxwz2EeqB,260361,FALSE,19,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.485,0.846,-6.557,0.117,0.393,0.00115,0.124,0.548
Dear Reader,10GRRCR5fctuOF4GFmATJI,225194,FALSE,20,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.674,0.39,-11.944,0.0483,0.464,0.00122,0.116,0.151
Hits Different,3xYJScVfxByb61dYHTwiby,234466,TRUE,21,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.666,0.786,-6.556,0.0439,0.134,0.00000334,0.265,0.261
Snow On The Beach (feat. More Lana Del Rey),4zmKGsrXjLmljb5fTaBTot,229942,TRUE,22,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.664,0.399,-10.997,0.0349,0.797,0.00000313,0.105,0.265
Karma (feat. Ice Spice),4i6cwNY6oIUU2XZxPIw82Y,201493,TRUE,23,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2023-05-26,23,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.615,0.626,-6.548,0.0778,0.0574,0,0.596,0.0705
Lavender Haze,4g2c7NoTWAOSYDy44l9nub,202395,TRUE,1,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.735,0.449,-10.56,0.0883,0.23,0.00126,0.132,0.0955
Maroon,199E1RRrVmVTQqBXih5qRC,218270,TRUE,2,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.655,0.384,-8.29,0.0349,0.0634,0.00000145,0.0973,0.0384
Anti-Hero,02Zkkf2zMkwRGQjZ7T4p8f,200690,FALSE,3,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.633,0.648,-6.645,0.062,0.121,0.00000262,0.161,0.49
Snow On The Beach (feat. Lana Del Rey),6ADDIJxxqzM9LMpm78yzQG,256124,TRUE,4,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20,album,Taylor Swift,06HL4z0CvFAxyc27GXpf02,0.663,0.321,-13.527,0.0409,0.701,0.000598,0.107,0.153
